iso3,anio,gran_sector,sector_codigo,sector_desc,empleo_miles,share_empleo,empleo_ponderado
ARG,1980,Servicios,OPQ,"Administración pública, defensa, educación y salud",1665.65791339791,0.17018148,283.46412887576815
ARG,1980,Servicios,RSTU,Otros servicios,932.2443386796898,0.095248081,88.79448428235453
ARG,1981,Bienes,A,Agro y pesca,1158.498873435191,0.11777306,136.43995733101514
ARG,1981,Bienes,B,Petróleo y minería,27.38171043555505,0.0027836263,0.0762204493073955
ARG,1981,Bienes,C,Industria,1878.229476229987,0.19094092,358.6308641624718
ARG,1981,Bienes,DE,"Electricidad, gas y agua",202.4686161677026,0.02058297,4.167405452521337
ARG,1981,Bienes,F,Construcción,940.3472244696644,0.095595755,89.89320288533204
ARG,1981,Servicios,GI,"Comercio, hoteles y restaurantes",1765.737177606693,0.17950495,316.95856377943056
ARG,1981,Servicios,H,Transporte,568.9410861182804,0.057838582,32.90674566262122
ARG,1981,Servicios,JMN,Servicios empresariales,557.5334502202996,0.056678884,31.600373751156138
ARG,1981,Servicios,K,Finanzas,79.05136499804983,0.0080363667,0.6352857572598732
ARG,1981,Servicios,L,Servicios inmobiliarios,59.95889187333424,0.0060954243,0.365474886525794
ARG,1981,Servicios,OPQ,"Administración pública, defensa, educación y salud",1666.078077049853,0.16937359,282.1896251302302
ARG,1981,Servicios,RSTU,Otros servicios,932.4794981219092,0.09479592,88.39525190560465
ARG,1982,Bienes,A,Agro y pesca,1143.539602267151,0.11447573,130.90753075344176
ARG,1982,Bienes,B,Petróleo y minería,20.18166000708884,0.002020315,0.04077331043722169
ARG,1982,Bienes,C,Industria,1738.094857313353,0.17399457,302.4190673174482
ARG,1982,Bienes,DE,"Electricidad, gas y agua",151.4704390205143,0.015163174,2.296772622724448
ARG,1982,Bienes,F,Construcción,752.832042057868,0.075363375,56.73596349762287
ARG,1982,Servicios,GI,"Comercio, hoteles y restaurantes",1806.84366095325,0.18087678,326.8160633566356
ARG,1982,Servicios,H,Transporte,433.7171707143307,0.043417905,18.83109091494359
ARG,1982,Servicios,JMN,Servicios empresariales,560.467674691083,0.056106452,31.445852687606862
ARG,1982,Servicios,K,Finanzas,79.46740182872689,0.0079552028,0.6321792975366133
ARG,1982,Servicios,L,Servicios inmobiliarios,58.29066826657728,0.0058352742,0.3401420326367171
ARG,1982,Servicios,OPQ,"Administración pública, defensa, educación y salud",2080.199607250596,0.20824148,433.1838449092828
ARG,1982,Servicios,RSTU,Otros servicios,1164.257253295811,0.11654971,135.69384523702334
ARG,1983,Bienes,A,Agro y pesca,1168.541342746153,0.11327712,132.3689979072171
ARG,1983,Bienes,B,Petróleo y minería,23.581485354794825,0.0022859634,0.05390641243869698
ARG,1983,Bienes,C,Industria,1849.828249290262,0.17932034,331.7118306043345
ARG,1983,Bienes,DE,"Electricidad, gas y agua",179.6453704987252,0.017414626,3.128456939866733
ARG,1983,Bienes,F,Construcción,754.4036924352606,0.07313107,55.17034923974152
ARG,1983,Servicios,GI,"Comercio, hoteles y restaurantes",1887.413007819449,0.18296376,345.32818058355576
ARG,1983,Servicios,H,Transporte,524.1600266455982,0.050811499,26.63335666974279
ARG,1983,Servicios,JMN,Servicios empresariales,617.5779347033829,0.05986733,36.972742017605874
ARG,1983,Servicios,K,Finanzas,87.56493213400628,0.0084884493,0.743290486877453
ARG,1983,Servicios,L,Servicios inmobiliarios,58.21289708718064,0.0056430949,0.32850090266689397
ARG,1983,Servicios,OPQ,"Administración pública, defensa, educación y salud",2029.156757836096,0.19670424,399.1437378910133
ARG,1983,Servicios,RSTU,Otros servicios,1135.689318058931,0.11009248,125.0308535346165
ARG,1984,Bienes,A,Agro y pesca,1174.214411361454,0.11122345,130.60017787134012
ARG,1984,Bienes,B,Petróleo y minería,24.60957193398702,0.0023310576,0.05736632968946714
ARG,1984,Bienes,C,Industria,2053.973468290454,0.19455563,399.61210212653435
ARG,1984,Bienes,DE,"Electricidad, gas y agua",190.2929863260845,0.018024852,3.430002915165697
ARG,1984,Bienes,F,Construcción,746.9929869443737,0.070756361,52.854505448704394
ARG,1984,Servicios,GI,"Comercio, hoteles y restaurantes",1821.792615527347,0.17256308,314.3741448566548
ARG,1984,Servicios,H,Transporte,565.7698264875422,0.053590614,30.31995238414085
