iso3,anio,gran_sector,sector_codigo,sector_desc,empleo_miles,share_empleo
BOL,1969,Bienes,C,Industria,97.28411161693536,0.049794469
BOL,1969,Bienes,DE,"Electricidad, gas y agua",0.6955139649599638,3.5599593e-4
BOL,1969,Bienes,F,Construcción,52.89924121211348,0.027076257
BOL,1969,Servicios,GI,"Comercio, hoteles y restaurantes",81.49526887819363,0.041713014
BOL,1969,Servicios,H,Transporte,30.62894218680172,0.015677297
BOL,1969,Servicios,JMN,Servicios empresariales,3.857938632044839,0.0019746698
BOL,1969,Servicios,K,Finanzas,0.5787331011357291,2.9622213e-4
BOL,1969,Servicios,L,Servicios inmobiliarios,0.270697088293193,1.3855517e-4
BOL,1969,Servicios,OPQ,"Administración pública, defensa, educación y salud",69.85501466790166,0.035754997
BOL,1969,Servicios,RSTU,Otros servicios,94.43206678981758,0.048334662
BOL,1970,Bienes,A,Agro y pesca,1476.833016891112,0.74517274
BOL,1970,Bienes,B,Petróleo y minería,65.25181939567655,0.032924425
BOL,1970,Bienes,C,Industria,98.80579670244484,0.049854916
BOL,1970,Bienes,DE,"Electricidad, gas y agua",0.7016356857315978,3.540277e-4
BOL,1970,Bienes,F,Construcción,48.28588991275642,0.024363844
BOL,1970,Servicios,GI,"Comercio, hoteles y restaurantes",78.52051373106164,0.039619472
BOL,1970,Servicios,H,Transporte,30.49500726545587,0.015387013
BOL,1970,Servicios,JMN,Servicios empresariales,4.207818896045413,0.0021231594
BOL,1970,Servicios,K,Finanzas,0.6312189775385671,3.1849719e-4
BOL,1970,Servicios,L,Servicios inmobiliarios,0.2996553894345201,1.5119856e-4
BOL,1970,Servicios,OPQ,"Administración pública, defensa, educación y salud",75.6153305377733,0.038153589
BOL,1970,Servicios,RSTU,Otros servicios,102.2190314843381,0.051577147
BOL,1971,Bienes,A,Agro y pesca,1479.011880036641,0.7343064
BOL,1971,Bienes,B,Petróleo y minería,72.31351832052391,0.035902537
BOL,1971,Bienes,C,Industria,101.6154392346017,0.050450481
BOL,1971,Bienes,DE,"Electricidad, gas y agua",0.81070087547528,4.0250036e-4
BOL,1971,Bienes,F,Construcción,50.44782674171036,0.025046561
BOL,1971,Servicios,GI,"Comercio, hoteles y restaurantes",81.58502610399964,0.040505696
BOL,1971,Servicios,H,Transporte,31.72387611500173,0.01575041
BOL,1971,Servicios,JMN,Servicios empresariales,4.56623915103371,0.0022670666
BOL,1971,Servicios,K,Finanzas,0.68498594623949,3.4008487e-4
BOL,1971,Servicios,L,Servicios inmobiliarios,0.3125607188004814,1.5518154e-4
BOL,1971,Servicios,OPQ,"Administración pública, defensa, educación y salud",81.2515809060374,0.040340144
BOL,1971,Servicios,RSTU,Otros servicios,109.8382807787573,0.054532997
BOL,1972,Bienes,A,Agro y pesca,1479.523714398097,0.72391444
BOL,1972,Bienes,B,Petróleo y minería,73.70019487127227,0.036060683
BOL,1972,Bienes,C,Industria,107.0046688958438,0.052356191
BOL,1972,Bienes,DE,"Electricidad, gas y agua",0.9200442322468184,4.5016737e-4
BOL,1972,Bienes,F,Construcción,50.6178349469708,0.024766741
BOL,1972,Servicios,GI,"Comercio, hoteles y restaurantes",88.65175391055925,0.043376312
BOL,1972,Servicios,H,Transporte,33.81249051839004,0.016544074
BOL,1972,Servicios,JMN,Servicios empresariales,5.333307844845624,0.0026095279
BOL,1972,Servicios,K,Finanzas,0.8000546620211625,3.9145781e-4
BOL,1972,Servicios,L,Servicios inmobiliarios,0.3081540097247232,1.5077632e-4
BOL,1972,Servicios,OPQ,"Administración pública, defensa, educación y salud",86.36272438287517,0.042256318
BOL,1972,Servicios,RSTU,Otros servicios,116.7476751074491,0.057123333
BOL,1973,Bienes,A,Agro y pesca,1460.306272088872,0.70443845
BOL,1973,Bienes,B,Petróleo y minería,96.25274924021836,0.046431452
BOL,1973,Bienes,C,Industria,110.8431541769988,0.053469729
BOL,1973,Bienes,DE,"Electricidad, gas y agua",1.089313763089032,5.2547507e-4
BOL,1973,Bienes,F,Construcción,51.89334881108998,0.02503288
BOL,1973,Servicios,GI,"Comercio, hoteles y restaurantes",92.86763682179954,0.044798505
BOL,1973,Servicios,H,Transporte,35.72927983683867,0.01723548
BOL,1973,Servicios,JMN,Servicios empresariales,5.653636107291606,0.0027272627
BOL,1973,Servicios,K,Finanzas,0.8481074141222302,4.091193e-4
BOL,1973,Servicios,L,Servicios inmobiliarios,0.3208453182510094,1.5477286e-4
BOL,1973,Servicios,OPQ,"Administración pública, defensa, educación y salud",92.35500457209044,0.044551216
BOL,1973,Servicios,RSTU,Otros servicios,124.8482160026369,0.060225643
BOL,1974,Bienes,A,Agro y pesca,1437.320070241887,0.68779498
BOL,1974,Bienes,B,Petróleo y minería,93.16575230523873,0.044582233
BOL,1974,Bienes,C,Industria,121.3109378473931,0.058050435
BOL,1974,Bienes,DE,"Electricidad, gas y agua",1.27252336764701,6.0893549e-4
BOL,1974,Bienes,F,Construcción,55.15015757278877,0.026390783
BOL,1974,Servicios,GI,"Comercio, hoteles y restaurantes",96.8964669278925,0.046367478
BOL,1974,Servicios,H,Transporte,40.61527273270524,0.019435463
BOL,1974,Servicios,JMN,Servicios empresariales,5.975024314170929,0.0028592043
BOL,1974,Servicios,K,Finanzas,0.8963191695116973,4.28912e-4
BOL,1974,Servicios,L,Servicios inmobiliarios,0.334204605329844,1.5992558e-4
BOL,1974,Servicios,OPQ,"Administración pública, defensa, educación y salud",100.6935303031008,0.048184469
BOL,1974,Servicios,RSTU,Otros servicios,136.1204807427258,0.065137185
BOL,1975,Bienes,A,Agro y pesca,1411.062550284545,0.66868186
BOL,1975,Bienes,B,Petróleo y minería,93.24079080730488,0.044185445
BOL,1975,Bienes,C,Industria,126.3098667205865,0.059856396
BOL,1975,Bienes,DE,"Electricidad, gas y agua",1.378419045371233,6.532126e-4
BOL,1975,Bienes,F,Construcción,61.09379704117131,0.028951455
BOL,1975,Servicios,GI,"Comercio, hoteles y restaurantes",105.8758985032627,0.050173037
BOL,1975,Servicios,H,Transporte,45.61002088933433,0.02161392
BOL,1975,Servicios,JMN,Servicios empresariales,6.505872138070316,0.0030830374
BOL,1975,Servicios,K,Finanzas,0.9759521643977797,4.6248944e-4
BOL,1975,Servicios,L,Servicios inmobiliarios,0.3593645785779171,1.702976e-4
BOL,1975,Servicios,OPQ,"Administración pública, defensa, educación y salud",109.6178731696448,0.051946305
BOL,1975,Servicios,RSTU,Otros servicios,148.1846703450787,0.070222542
BOL,1976,Bienes,A,Agro y pesca,1384.667951313321,0.65093046
BOL,1976,Bienes,B,Petróleo y minería,97.98144430380572,0.046060938
BOL,1976,Bienes,C,Industria,133.8052234874855,0.062901646
BOL,1976,Bienes,DE,"Electricidad, gas y agua",1.57332096657708,7.3961593e-4
BOL,1976,Bienes,F,Construcción,63.10185601923276,0.029664094
BOL,1976,Servicios,GI,"Comercio, hoteles y restaurantes",111.8763112369298,0.052592896
BOL,1976,Servicios,H,Transporte,50.20696162650721,0.023602221
BOL,1976,Servicios,JMN,Servicios empresariales,7.118235762281682,0.0033462725
BOL,1976,Servicios,K,Finanzas,1.067813423236601,5.0197757e-4
BOL,1976,Servicios,L,Servicios inmobiliarios,0.3896455997352543,1.8317184e-4
BOL,1976,Servicios,OPQ,"Administración pública, defensa, educación y salud",117.1107570610493,0.055053603
BOL,1976,Servicios,RSTU,Otros servicios,158.3137715333802,0.074423082
BOL,1977,Bienes,A,Agro y pesca,1362.749867628819,0.63529551
BOL,1977,Bienes,B,Petróleo y minería,99.5831048795286,0.046424296
BOL,1977,Bienes,C,Industria,140.4032107207168,0.065454073
BOL,1977,Bienes,DE,"Electricidad, gas y agua",1.857021417179316,8.6571823e-4
BOL,1977,Bienes,F,Construcción,69.08831410014267,0.032208037
BOL,1977,Servicios,GI,"Comercio, hoteles y restaurantes",115.8123121859316,0.053990133
BOL,1977,Servicios,H,Transporte,56.1946437198276,0.026197182
BOL,1977,Servicios,JMN,Servicios empresariales,7.651782089249412,0.0035671571
BOL,1977,Servicios,K,Finanzas,1.147851223174841,5.3511269e-4
BOL,1977,Servicios,L,Servicios inmobiliarios,0.4136923116095453,1.9285775e-4
BOL,1977,Servicios,OPQ,"Administración pública, defensa, educación y salud",123.3773748422062,0.057516862
BOL,1977,Servicios,RSTU,Otros servicios,166.7851700674698,0.077752985
BOL,1978,Bienes,A,Agro y pesca,1353.392325249384,0.62438768
BOL,1978,Bienes,B,Petróleo y minería,95.44992651352564,0.044035833
BOL,1978,Bienes,C,Industria,145.3946091675978,0.067077816
BOL,1978,Bienes,DE,"Electricidad, gas y agua",2.106118115688775,9.7165781e-4
BOL,1978,Bienes,F,Construcción,70.74621773822341,0.032638773
BOL,1978,Servicios,GI,"Comercio, hoteles y restaurantes",120.7880730891464,0.055725589
BOL,1978,Servicios,H,Transporte,63.47023583144033,0.029282
BOL,1978,Servicios,JMN,Servicios empresariales,8.338596886297644,0.0038470125
BOL,1978,Servicios,K,Finanzas,1.25088097437411,5.7709409e-4
BOL,1978,Servicios,L,Servicios inmobiliarios,0.441078834911958,2.0349177e-4
BOL,1978,Servicios,OPQ,"Administración pública, defensa, educación y salud",130.1851143263113,0.060060915
BOL,1978,Servicios,RSTU,Otros servicios,175.9880728613058,0.081192113
BOL,1979,Bienes,A,Agro y pesca,1352.493630317473,0.61570656
BOL,1979,Bienes,B,Petróleo y minería,92.7814691473653,0.042237658
BOL,1979,Bienes,C,Industria,149.0108445062926,0.067835413
BOL,1979,Bienes,DE,"Electricidad, gas y agua",2.389328916171881,0.0010877135
BOL,1979,Bienes,F,Construcción,70.16533802258354,0.031941932
BOL,1979,Servicios,GI,"Comercio, hoteles y restaurantes",125.2522346019557,0.057019588
BOL,1979,Servicios,H,Transporte,66.38118151997325,0.030219242
BOL,1979,Servicios,JMN,Servicios empresariales,8.743911607027796,0.0039805616
BOL,1979,Servicios,K,Finanzas,1.311682627183137,5.9712789e-4
BOL,1979,Servicios,L,Servicios inmobiliarios,0.4495397025101655,2.0464759e-4
BOL,1979,Servicios,OPQ,"Administración pública, defensa, educación y salud",139.3271301781018,0.063427016
BOL,1979,Servicios,RSTU,Otros servicios,188.346519217864,0.085742503
BOL,1980,Bienes,A,Agro y pesca,1364.488071847462,0.6096155
BOL,1980,Bienes,B,Petróleo y minería,101.801778177733,0.045482215
BOL,1980,Bienes,C,Industria,152.3732298253291,0.068076141
BOL,1980,Bienes,DE,"Electricidad, gas y agua",2.795833001519371,0.0012491008
BOL,1980,Bienes,F,Construcción,63.02676670664164,0.028158614
BOL,1980,Servicios,GI,"Comercio, hoteles y restaurantes",127.443896531041,0.056938402
BOL,1980,Servicios,H,Transporte,68.84073829932085,0.030756135
BOL,1980,Servicios,JMN,Servicios empresariales,9.007948427339278,0.0040245019
BOL,1980,Servicios,K,Finanzas,1.351291045669538,6.0371944e-4
BOL,1980,Servicios,L,Servicios inmobiliarios,0.4444186625522104,1.9855396e-4
BOL,1980,Servicios,OPQ,"Administración pública, defensa, educación y salud",147.4182465390852,0.065862387
BOL,1980,Servicios,RSTU,Otros servicios,199.2843286827536,0.089034721
BOL,1981,Bienes,A,Agro y pesca,1401.936517047664,0.60927361
BOL,1981,Bienes,B,Petróleo y minería,111.482562144156,0.048449688
BOL,1981,Bienes,C,Industria,139.4724023767492,0.060613912
BOL,1981,Bienes,DE,"Electricidad, gas y agua",3.373295710413795,0.0014660151
BOL,1981,Bienes,F,Construcción,56.46174703750185,0.024537953
BOL,1981,Servicios,GI,"Comercio, hoteles y restaurantes",141.5259008841175,0.06150635
BOL,1981,Servicios,H,Transporte,76.739947766153,0.033350743
BOL,1981,Servicios,JMN,Servicios empresariales,8.99920734164071,0.0039110044
BOL,1981,Servicios,K,Finanzas,1.349979786959612,5.8669352e-4
BOL,1981,Servicios,L,Servicios inmobiliarios,0.4473346324850324,1.9440908e-4
BOL,1981,Servicios,OPQ,"Administración pública, defensa, educación y salud",152.7354605332419,0.06637796
BOL,1981,Servicios,RSTU,Otros servicios,206.472295207692,0.089731686
BOL,1982,Bienes,A,Agro y pesca,1413.550279283123,0.61110067
BOL,1982,Bienes,B,Petróleo y minería,115.975599635916,0.050138127
BOL,1982,Bienes,C,Industria,123.3101791040163,0.053308986
BOL,1982,Bienes,DE,"Electricidad, gas y agua",3.770624067195419,0.0016301018
BOL,1982,Bienes,F,Construcción,52.21233914630887,0.02257224
BOL,1982,Servicios,GI,"Comercio, hoteles y restaurantes",137.2478035898967,0.059334446
BOL,1982,Servicios,H,Transporte,74.32754343335557,0.032132998
BOL,1982,Servicios,JMN,Servicios empresariales,9.078575264855557,0.003924815
BOL,1982,Servicios,K,Finanzas,1.361885845794064,5.8876531e-4
BOL,1982,Servicios,L,Servicios inmobiliarios,0.4498529669038404,0.00019447872000000001
BOL,1982,Servicios,OPQ,"Administración pública, defensa, educación y salud",162.3574519622168,0.070189752
BOL,1982,Servicios,RSTU,Otros servicios,219.4795866897955,0.094884574
BOL,1983,Bienes,A,Agro y pesca,1434.059710348469,0.60726225
BOL,1983,Bienes,B,Petróleo y minería,117.7879963565303,0.04987812
BOL,1983,Bienes,C,Industria,119.7054898667461,0.050690096
BOL,1983,Bienes,DE,"Electricidad, gas y agua",3.722915794019994,0.0015764937
BOL,1983,Bienes,F,Construcción,47.85011976069521,0.020262456
BOL,1983,Servicios,GI,"Comercio, hoteles y restaurantes",150.2797483198393,0.063636974
BOL,1983,Servicios,H,Transporte,77.24416966824141,0.032709565
BOL,1983,Servicios,JMN,Servicios empresariales,10.605497556995,0.0044909692
BOL,1983,Servicios,K,Finanzas,1.590940933913689,6.7369465e-4
BOL,1983,Servicios,L,Servicios inmobiliarios,0.4545361707486024,1.9247641e-4
BOL,1983,Servicios,OPQ,"Administración pública, defensa, educación y salud",169.3214315725578,0.071700297
BOL,1983,Servicios,RSTU,Otros servicios,228.8936994891851,0.096926577
BOL,1984,Bienes,A,Agro y pesca,1434.932358996424,0.58550024
BOL,1984,Bienes,B,Petróleo y minería,158.1699137849918,0.064538598
BOL,1984,Bienes,C,Industria,119.8923614700229,0.048920084
BOL,1984,Bienes,DE,"Electricidad, gas y agua",3.490345716898993,0.0014241774
BOL,1984,Bienes,F,Construcción,49.01254374045187,0.019998753
BOL,1984,Servicios,GI,"Comercio, hoteles y restaurantes",155.3673547942521,0.063395061
BOL,1984,Servicios,H,Transporte,78.57743504913458,0.032062214
BOL,1984,Servicios,JMN,Servicios empresariales,13.07804675069796,0.0053362795
BOL,1984,Servicios,K,Finanzas,1.961850427055085,8.0050039e-4
BOL,1984,Servicios,L,Servicios inmobiliarios,0.4576288421280086,1.8672783e-4
BOL,1984,Servicios,OPQ,"Administración pública, defensa, educación y salud",185.3196451117963,0.075616598
BOL,1984,Servicios,RSTU,Otros servicios,250.5205558664599,0.10222074
BOL,1985,Bienes,A,Agro y pesca,1469.542319746718,0.58263409
BOL,1985,Bienes,B,Petróleo y minería,111.8013563648109,0.044326238
BOL,1985,Bienes,C,Industria,113.4882102580627,0.044995032
BOL,1985,Bienes,DE,"Electricidad, gas y agua",3.263906623176136,0.0012940514
BOL,1985,Bienes,F,Construcción,46.30559600926597,0.018358927
BOL,1985,Servicios,GI,"Comercio, hoteles y restaurantes",173.8765249352825,0.068937376
BOL,1985,Servicios,H,Transporte,85.3652844943947,0.033845045
BOL,1985,Servicios,JMN,Servicios empresariales,15.43109738627145,0.0061180163
BOL,1985,Servicios,K,Finanzas,2.314833826050484,9.177695e-4
BOL,1985,Servicios,L,Servicios inmobiliarios,0.4590868352034576,1.8201562e-4
BOL,1985,Servicios,OPQ,"Administración pública, defensa, educación y salud",212.7665582092784,0.084356233
BOL,1985,Servicios,RSTU,Otros servicios,287.6241015906686,0.11403524
BOL,1986,Bienes,A,Agro y pesca,1497.208597160266,0.5848856
BOL,1986,Bienes,B,Petróleo y minería,77.70035626731054,0.030353699
BOL,1986,Bienes,C,Industria,111.3720555943586,0.043507572
BOL,1986,Bienes,DE,"Electricidad, gas y agua",2.792388651289658,0.0010908486
BOL,1986,Bienes,F,Construcción,51.33561017820548,0.020054292
BOL,1986,Servicios,GI,"Comercio, hoteles y restaurantes",206.726402265587,0.080757812
BOL,1986,Servicios,H,Transporte,92.12403900955675,0.03598832
BOL,1986,Servicios,JMN,Servicios empresariales,13.12317669177165,0.0051265783
BOL,1986,Servicios,K,Finanzas,1.968620413113107,7.6904293e-4
BOL,1986,Servicios,L,Servicios inmobiliarios,0.460323907194644,1.7982586e-4
BOL,1986,Servicios,OPQ,"Administración pública, defensa, educación y salud",214.7349601332841,0.083886363
BOL,1986,Servicios,RSTU,Otros servicios,290.2850453015904,0.11340006
BOL,1987,Bienes,A,Agro y pesca,1543.892310641556,0.58621454
BOL,1987,Bienes,B,Petróleo y minería,70.27644137663913,0.026683902
BOL,1987,Bienes,C,Industria,116.3134594475696,0.044164117
BOL,1987,Bienes,DE,"Electricidad, gas y agua",2.542593877816102,9.6542062e-4
BOL,1987,Bienes,F,Construcción,54.86009627215165,0.02083033
BOL,1987,Servicios,GI,"Comercio, hoteles y restaurantes",213.6246700408034,0.0811131
BOL,1987,Servicios,H,Transporte,91.57354591541971,0.034770396
BOL,1987,Servicios,JMN,Servicios empresariales,14.51210486690361,0.0055102333
BOL,1987,Servicios,K,Finanzas,2.176974870431899,8.2659541e-4
BOL,1987,Servicios,L,Servicios inmobiliarios,0.4419003477529148,1.6778917e-4
BOL,1987,Servicios,OPQ,"Administración pública, defensa, educación y salud",222.5714518743662,0.084510185
BOL,1987,Servicios,RSTU,Otros servicios,300.8786457039357,0.11424336
BOL,1988,Bienes,A,Agro y pesca,1553.812521516663,0.59612173
BOL,1988,Bienes,B,Petróleo y minería,73.12248509926135,0.028053515
BOL,1988,Bienes,C,Industria,110.368229643389,0.042342883
BOL,1988,Bienes,DE,"Electricidad, gas y agua",2.18986772943561,8.4014493e-4
BOL,1988,Bienes,F,Construcción,55.48345948160944,0.021286285
BOL,1988,Servicios,GI,"Comercio, hoteles y restaurantes",205.2597192775834,0.0787481
BOL,1988,Servicios,H,Transporte,90.58799234875916,0.034754172
BOL,1988,Servicios,JMN,Servicios empresariales,15.1611882128195,0.0058166049
BOL,1988,Servicios,K,Finanzas,2.274344490196524,8.7255455e-4
BOL,1988,Servicios,L,Servicios inmobiliarios,0.452945659511737,1.7377305e-4
BOL,1988,Servicios,OPQ,"Administración pública, defensa, educación y salud",211.6747520634085,0.081209227
BOL,1988,Servicios,RSTU,Otros servicios,286.1481658775566,0.10978103
BOL,1989,Bienes,A,Agro y pesca,1603.778808116446,0.58793062
BOL,1989,Bienes,B,Petróleo y minería,80.01430503194686,0.029332511
BOL,1989,Bienes,C,Industria,116.609000150179,0.042747792
BOL,1989,Bienes,DE,"Electricidad, gas y agua",2.165887709519394,7.9399458e-4
BOL,1989,Bienes,F,Construcción,76.52937270131936,0.028054966
BOL,1989,Servicios,GI,"Comercio, hoteles y restaurantes",223.57879158427,0.081961937
BOL,1989,Servicios,H,Transporte,93.72707427886893,0.034359485
BOL,1989,Servicios,JMN,Servicios empresariales,17.58659802433632,0.0064470856
BOL,1989,Servicios,K,Finanzas,2.638182559077408,9.6713356e-4
BOL,1989,Servicios,L,Servicios inmobiliarios,0.4586900793591148,1.6815157e-4
BOL,1989,Servicios,OPQ,"Administración pública, defensa, educación y salud",217.1714078110514,0.079613045
BOL,1989,Servicios,RSTU,Otros servicios,293.5787070512964,0.10762326
BOL,1990,Bienes,A,Agro y pesca,1695.193067,0.58649093
BOL,1990,Bienes,B,Petróleo y minería,89.05137746,0.030809367
BOL,1990,Bienes,C,Industria,146.9394217,0.050837066
BOL,1990,Bienes,DE,"Electricidad, gas y agua",2.663582202,9.2152739e-4
BOL,1990,Bienes,F,Construcción,81.79545598,0.028299015
BOL,1990,Servicios,GI,"Comercio, hoteles y restaurantes",208.7721268,0.072229505
BOL,1990,Servicios,H,Transporte,98.31978015,0.034015983
BOL,1990,Servicios,JMN,Servicios empresariales,22.06597711,0.0076342309
BOL,1990,Servicios,K,Finanzas,3.310138543,0.0011452184
BOL,1990,Servicios,L,Servicios inmobiliarios,0.4638814926,1.6049045e-4
BOL,1990,Servicios,OPQ,"Administración pública, defensa, educación y salud",230.3842998,0.079706736
BOL,1990,Servicios,RSTU,Otros servicios,311.4402837,0.10774991
BOL,1991,Bienes,A,Agro y pesca,1807.960969,0.59537137
BOL,1991,Bienes,B,Petróleo y minería,97.81388794,0.032210644
BOL,1991,Bienes,C,Industria,173.098326,0.057002217
BOL,1991,Bienes,DE,"Electricidad, gas y agua",3.149963157,0.0010373
BOL,1991,Bienes,F,Construcción,113.2316498,0.037287798
BOL,1991,Servicios,GI,"Comercio, hoteles y restaurantes",257.5473565,0.08481174
BOL,1991,Servicios,H,Transporte,97.27091761,0.032031842
BOL,1991,Servicios,JMN,Servicios empresariales,31.92548075,0.010513234
BOL,1991,Servicios,K,Finanzas,4.789172208,0.0015771004
BOL,1991,Servicios,L,Servicios inmobiliarios,0.6711526794,2.2101421e-4
BOL,1991,Servicios,OPQ,"Administración pública, defensa, educación y salud",191.0153976,0.062902406
BOL,1991,Servicios,RSTU,Otros servicios,258.220242,0.085033327
BOL,1992,Bienes,A,Agro y pesca,1886.687143,0.60087442
BOL,1992,Bienes,B,Petróleo y minería,86.05983725,0.027408442
BOL,1992,Bienes,C,Industria,189.5756368,0.060376279
BOL,1992,Bienes,DE,"Electricidad, gas y agua",3.424726321,0.001090711
BOL,1992,Bienes,F,Construcción,128.4997944,0.040924773
BOL,1992,Servicios,GI,"Comercio, hoteles y restaurantes",266.1295544,0.084757261
BOL,1992,Servicios,H,Transporte,98.5044722,0.031371824
BOL,1992,Servicios,JMN,Servicios empresariales,38.12216621,0.012141194
BOL,1992,Servicios,K,Finanzas,5.71874298,0.0018213122
BOL,1992,Servicios,L,Servicios inmobiliarios,0.8014223559,2.5523797e-4
BOL,1992,Servicios,OPQ,"Administración pública, defensa, educación y salud",185.5487682,0.059093799
BOL,1992,Servicios,RSTU,Otros servicios,250.8302913,0.079884738
BOL,1993,Bienes,A,Agro y pesca,1872.762798,0.58743489
BOL,1993,Bienes,B,Petróleo y minería,70.90184283,0.022239985
BOL,1993,Bienes,C,Industria,189.4960173,0.05943976
BOL,1993,Bienes,DE,"Electricidad, gas y agua",1.75187085,5.4951437e-4
BOL,1993,Bienes,F,Construcción,120.9081621,0.037925612
BOL,1993,Servicios,GI,"Comercio, hoteles y restaurantes",309.7853564,0.097171262
BOL,1993,Servicios,H,Transporte,119.9370716,0.037621006
BOL,1993,Servicios,JMN,Servicios empresariales,43.96196224,0.013789675
BOL,1993,Servicios,K,Finanzas,6.594776425,0.0020686025
BOL,1993,Servicios,L,Servicios inmobiliarios,0.9241893328,2.8989313e-4
BOL,1993,Servicios,OPQ,"Administración pública, defensa, educación y salud",191.770144,0.060153093
BOL,1993,Servicios,RSTU,Otros servicios,259.2405304,0.081316724
BOL,1994,Bienes,A,Agro y pesca,1889.142191,0.56572288
BOL,1994,Bienes,B,Petróleo y minería,73.97400537,0.022152269
BOL,1994,Bienes,C,Industria,211.5643067,0.063355088
BOL,1994,Bienes,DE,"Electricidad, gas y agua",2.192002109,6.5641734e-4
BOL,1994,Bienes,F,Construcción,161.7645202,0.048442032
BOL,1994,Servicios,GI,"Comercio, hoteles y restaurantes",381.9147047,0.11436825
BOL,1994,Servicios,H,Transporte,116.081316,0.034761734
BOL,1994,Servicios,JMN,Servicios empresariales,43.23149636,0.012946112
BOL,1994,Servicios,K,Finanzas,6.485198532,0.0019420588
BOL,1994,Servicios,L,Servicios inmobiliarios,0.9088331306,2.7215935e-4
BOL,1994,Servicios,OPQ,"Administración pública, defensa, educación y salud",192.2263002,0.057564124
BOL,1994,Servicios,RSTU,Otros servicios,259.8571757,0.077816881
BOL,1995,Bienes,A,Agro y pesca,1870.307762,0.54894161
BOL,1995,Bienes,B,Petróleo y minería,94.27960227,0.02767138
BOL,1995,Bienes,C,Industria,228.7672151,0.067143947
BOL,1995,Bienes,DE,"Electricidad, gas y agua",2.111672618,6.1978301e-4
BOL,1995,Bienes,F,Construcción,152.1124169,0.044645507
BOL,1995,Servicios,GI,"Comercio, hoteles y restaurantes",419.5972272,0.12315319
BOL,1995,Servicios,H,Transporte,121.5425563,0.035673149
BOL,1995,Servicios,JMN,Servicios empresariales,43.13004625,0.012658814
BOL,1995,Servicios,K,Finanzas,6.469979903,0.0018989609
BOL,1995,Servicios,L,Servicios inmobiliarios,0.906700398,2.661196e-4
BOL,1995,Servicios,OPQ,"Administración pública, defensa, educación y salud",198.9476291,0.058391798
BOL,1995,Servicios,RSTU,Otros servicios,268.9432662,0.07893575
BOL,1996,Bienes,A,Agro y pesca,1860.222961,0.53543198
BOL,1996,Bienes,B,Petróleo y minería,78.3531503,0.022552555
BOL,1996,Bienes,C,Industria,256.6263073,0.073865302
BOL,1996,Bienes,DE,"Electricidad, gas y agua",3.083534624,8.875404e-4
BOL,1996,Bienes,F,Construcción,154.0381229,0.044337124
BOL,1996,Servicios,GI,"Comercio, hoteles y restaurantes",457.8040395,0.13177072
BOL,1996,Servicios,H,Transporte,116.0655733,0.033407405
BOL,1996,Servicios,JMN,Servicios empresariales,48.05902922,0.013832933
BOL,1996,Servicios,K,Finanzas,7.209381401,0.0020750917
BOL,1996,Servicios,L,Servicios inmobiliarios,1.010319828,2.9080253e-4
BOL,1996,Servicios,OPQ,"Administración pública, defensa, educación y salud",209.1029865,0.060186561
BOL,1996,Servicios,RSTU,Otros servicios,282.6715775,0.081361964
BOL,1997,Bienes,A,Agro y pesca,1802.210985,0.51401627
BOL,1997,Bienes,B,Petróleo y minería,90.29903601,0.025754573
BOL,1997,Bienes,C,Industria,278.0829942,0.079313233
BOL,1997,Bienes,DE,"Electricidad, gas y agua",3.871400902,0.0011041787
BOL,1997,Bienes,F,Construcción,180.0437952,0.051351059
BOL,1997,Servicios,GI,"Comercio, hoteles y restaurantes",438.8970627,0.12517971
BOL,1997,Servicios,H,Transporte,145.7334369,0.041565254
BOL,1997,Servicios,JMN,Servicios empresariales,56.60361977,0.01614416
BOL,1997,Servicios,K,Finanzas,8.491163683,0.002421801
BOL,1997,Servicios,L,Servicios inmobiliarios,1.189948285,3.3939022e-4
BOL,1997,Servicios,OPQ,"Administración pública, defensa, educación y salud",212.9034123,0.060723089
BOL,1997,Servicios,RSTU,Otros servicios,287.809105,0.082087263
BOL,1998,Bienes,A,Agro y pesca,1765.144976,0.4987258
BOL,1998,Bienes,B,Petróleo y minería,94.90230483,0.02681379
BOL,1998,Bienes,C,Industria,276.167963,0.078028768
BOL,1998,Bienes,DE,"Electricidad, gas y agua",3.773014381,0.0010660312
BOL,1998,Bienes,F,Construcción,177.6067895,0.050181195
BOL,1998,Servicios,GI,"Comercio, hoteles y restaurantes",489.2141336,0.13822304
BOL,1998,Servicios,H,Transporte,146.6792302,0.041442893
BOL,1998,Servicios,JMN,Servicios empresariales,52.31362316,0.014780742
BOL,1998,Servicios,K,Finanzas,7.847617147,0.0022172735
BOL,1998,Servicios,L,Servicios inmobiliarios,1.099761931,3.107278e-4
BOL,1998,Servicios,OPQ,"Administración pública, defensa, educación y salud",223.0434836,0.063018925
BOL,1998,Servicios,RSTU,Otros servicios,301.5167522,0.08519084
BOL,1999,Bienes,A,Agro y pesca,1730.011474,0.48163512000000003
BOL,1999,Bienes,B,Petróleo y minería,100.4616109,0.027968507
BOL,1999,Bienes,C,Industria,275.4600218,0.076688059
BOL,1999,Bienes,DE,"Electricidad, gas y agua",3.674399015,0.0010229525
BOL,1999,Bienes,F,Construcción,175.7684654,0.048933934
BOL,1999,Servicios,GI,"Comercio, hoteles y restaurantes",548.3062174,0.15264843
BOL,1999,Servicios,H,Transporte,148.6973918,0.041397348
